,Name,Price,Sales,Rating,Rating record,Discount(%),Date,Category,Ini_cat,Group_ID,Product_ID
338,SPECIAL COMBO 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml tặng Nước tẩy trang bí đao Cocoon 140ml,250.0,33.0,"4,7",6.0,,2023-03-16,Coffee,C,9,C9
339,[Mã COSCN12 giảm 8%] Combo làm sạch da chết và dưỡng ẩm cơ thể từ cà phê Đắk Lắk Cocoon,274.55,16000.0,5,597.0,15.0,2023-03-16,Coffee,C,19,C19
340,[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Bơ dưỡng thể cà phê 200ml TẶNG Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,340.0,747.0,"4,9",239.0,,2023-03-16,Coffee,C,16,C16
341,Combo 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,212.5,51.0,"4,8",14.0,15.0,2023-03-16,Coffee,C,2,C2
342,SPECIAL COMBO Gel rửa mặt cà phê 140ml+Tẩy da chết mặt cà phê 150ml tặng Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,360.0,24.0,5,5.0,,2023-03-16,Coffee,C,10,C10
343,[Mã COSCN12 giảm 8%] Tẩy da chết mặt cà phê Đắk Lắk Cocoon cho làn da mềm mại & rạng rỡ 150ml,140.25,626000.0,"4,9",239000.0,15.0,2023-03-16,Coffee,C,22,C22
344,[Mã COSCN12 giảm 8%] Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,106.25,1228000.0,5,452000.0,15.0,2023-03-16,Coffee,C,20,C20
345,Bigsize - Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 310ml,250.75,97.0,"4,9",28.0,15.0,2023-03-16,Coffee,C,1,C1
346,[Mã COSCN12 giảm 8%] Tẩy da chết môi cà phê Đắk Lắk Cocoon môi ẩm mềm 5g,63.75,207000.0,5,83000.0,15.0,2023-03-16,Coffee,C,21,C21
347,TÚI REFILL - Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml,276.25,9000.0,"4,9",26000.0,15.0,2023-03-16,Coffee,C,15,C15
348,Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 140ml,165.75,931.0,"4,9",280.0,15.0,2023-03-16,Coffee,C,4,C4
349,SPECIAL COMBO tẩy da chết cà phê Đắk Lắk Cocoon Tặng tẩy da chết môi cà phê Đắk Lắk 5g,290.0,147000.0,5,6000.0,,2023-03-16,Coffee,C,11,C11
350,[Mã COSCN12 giảm 8%] Bơ dưỡng thể cà phê Đắk Lắk Cocoon cho da mềm mịn & rạng rỡ 200ml,182.75,107000.0,5,44000.0,15.0,2023-03-16,Coffee,C,17,C17
351,SPECIAL DEAL cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml - Tặng tẩy da chết môi cà phê Đắk Lắk Cocoon 5g  Giảm 8,325.0,72000.0,"4,9",25000.0,,2023-03-19,Coffee,C,13,C13
352,Combo Sáng Mịn Sạch Mụn: 1 Gel tắm bí đao Cocoon 310ml + 1 Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 200ml,351.0,14000.0,"4,9",482.0,,2023-03-19,Coffee,C,3,C3
353,[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Bơ dưỡng thể cà phê 200ml TẶNG Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,340.0,758.0,"4,9",239.0,,2023-03-19,Coffee,C,16,C16
354,SPECIAL COMBO 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml tặng Nước tẩy trang bí đao Cocoon 140ml,250.0,39.0,"4,8",8.0,,2023-03-19,Coffee,C,9,C9
355,Combo 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,250.0,57.0,"4,8",15.0,,2023-03-19,Coffee,C,2,C2
356,SPECIAL COMBO Gel rửa mặt cà phê 140ml+Tẩy da chết mặt cà phê 150ml tặng Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,360.0,32.0,5,5.0,,2023-03-19,Coffee,C,10,C10
357,[Mã COSCN12 giảm 8%] Tẩy da chết môi cà phê Đắk Lắk Cocoon môi ẩm mềm 5g,75.0,208000.0,5,83000.0,,2023-03-19,Coffee,C,21,C21
358,SPECIAL COMBO tẩy da chết cà phê Đắk Lắk Cocoon Tặng tẩy da chết môi cà phê Đắk Lắk 5g,290.0,148000.0,5,6000.0,,2023-03-19,Coffee,C,11,C11
359,[Mã COSCN12 giảm 8%] Bơ dưỡng thể cà phê Đắk Lắk Cocoon cho da mềm mịn & rạng rỡ 200ml,215.0,108000.0,5,44000.0,,2023-03-19,Coffee,C,17,C17
360,Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 140ml,195.0,960.0,"4,9",291.0,,2023-03-19,Coffee,C,4,C4
361,TÚI REFILL - Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml,325.0,91000.0,"4,9",27000.0,,2023-03-19,Coffee,C,15,C15
362,Bigsize - Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 310ml,295.0,115.0,"4,8",33.0,,2023-03-19,Coffee,C,1,C1
363,[Mã COSCN12 giảm 8%] Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,125.0,1233000.0,5,453000.0,,2023-03-19,Coffee,C,20,C20
364,SPECIAL COMBO 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml tặng Nước tẩy trang bí đao Cocoon 140ml,250.0,39.0,"4,8",8.0,,2023-03-19,Coffee,C,9,C9
365,[Mã COSCN12 giảm 8%] Combo làm sạch da chết và dưỡng ẩm cơ thể từ cà phê Đắk Lắk Cocoon,323.0,16000.0,5,599.0,,2023-03-20,Coffee,C,19,C19
366,Combo Sáng Mịn Sạch Mụn: 1 Gel tắm bí đao Cocoon 310ml + 1 Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 200ml,351.0,14000.0,"4,9",482.0,,2023-03-20,Coffee,C,3,C3
367,SPECIAL DEAL cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml - Tặng tẩy da chết môi cà phê Đắk Lắk Cocoon 5g  Giảm 8,325.0,72000.0,"4,9",25000.0,,2023-03-20,Coffee,C,13,C13
368,SPECIAL COMBO 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml tặng Nước tẩy trang bí đao Cocoon 140ml,250.0,40.0,"4,8",10.0,,2023-03-20,Coffee,C,9,C9
369,Combo 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,250.0,62.0,"4,8",17.0,,2023-03-20,Coffee,C,2,C2
370,[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Bơ dưỡng thể cà phê 200ml TẶNG Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,340.0,758.0,"4,9",239.0,,2023-03-20,Coffee,C,16,C16
371,[Mã COSCN12 giảm 8%] Tẩy da chết môi cà phê Đắk Lắk Cocoon môi ẩm mềm 5g,75.0,209000.0,5,83000.0,,2023-03-20,Coffee,C,21,C21
372,SPECIAL COMBO Gel rửa mặt cà phê 140ml+Tẩy da chết mặt cà phê 150ml tặng Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,360.0,35.0,5,6.0,,2023-03-20,Coffee,C,10,C10
373,TÚI REFILL - Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml,325.0,92000.0,"4,9",27000.0,,2023-03-20,Coffee,C,15,C15
374,[Mã COSCN12 giảm 8%] Tẩy da chết mặt cà phê Đắk Lắk Cocoon cho làn da mềm mại & rạng rỡ 150ml,165.0,63000.0,"4,9",24000.0,,2023-03-20,Coffee,C,22,C22
375,Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 140ml,195.0,968.0,"4,9",296.0,,2023-03-20,Coffee,C,4,C4
376,[Mã COSCN12 giảm 8%] Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,125.0,1234000.0,5,453000.0,,2023-03-20,Coffee,C,20,C20
377,SPECIAL COMBO tẩy da chết cà phê Đắk Lắk Cocoon Tặng tẩy da chết môi cà phê Đắk Lắk 5g,290.0,148000.0,5,6000.0,,2023-03-20,Coffee,C,11,C11
378,Bigsize - Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 310ml,295.0,120.0,"4,9",34.0,,2023-03-20,Coffee,C,1,C1
379,[Mã COSCN12 giảm 8%] Bơ dưỡng thể cà phê Đắk Lắk Cocoon cho da mềm mịn & rạng rỡ 200ml,215.0,108000.0,5,44000.0,,2023-03-20,Coffee,C,17,C17
380,[Mã COSCN12 giảm 8%] Combo Cà phê Đắk Lắk làm sạch da chết môi Cocoon 5g + Son dưỡng dầu dừa Bến Tre Cocoon 5g,107.0,58000.0,5,21000.0,,2023-03-21,Coffee,C,18,C18
381,[Mã COSCN12 giảm 8%] Combo làm sạch da chết và dưỡng ẩm cơ thể từ cà phê Đắk Lắk Cocoon,323.0,16000.0,5,599.0,,2023-03-21,Coffee,C,19,C19
382,Combo Sáng Mịn Sạch Mụn: 1 Gel tắm bí đao Cocoon 310ml + 1 Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 200ml,351.0,14000.0,"4,9",482.0,,2023-03-21,Coffee,C,3,C3
383,SPECIAL DEAL cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml - Tặng tẩy da chết môi cà phê Đắk Lắk Cocoon 5g  Giảm 8,325.0,72000.0,"4,9",26000.0,,2023-03-21,Coffee,C,13,C13
384,SPECIAL COMBO 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml tặng Nước tẩy trang bí đao Cocoon 140ml,250.0,43.0,"4,8",11.0,,2023-03-21,Coffee,C,9,C9
385,[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Bơ dưỡng thể cà phê 200ml TẶNG Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,340.0,759.0,"4,9",239.0,,2023-03-21,Coffee,C,16,C16
386,Combo 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,250.0,63.0,"4,8",17.0,,2023-03-21,Coffee,C,2,C2
387,[Mã COSCN12 giảm 8%] Tẩy da chết môi cà phê Đắk Lắk Cocoon môi ẩm mềm 5g,75.0,209000.0,5,83000.0,,2023-03-21,Coffee,C,21,C21
388,TÚI REFILL - Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml,325.0,92000.0,"4,9",27000.0,,2023-03-21,Coffee,C,15,C15
389,[Mã COSCN12 giảm 8%] Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,125.0,1235000.0,5,453000.0,,2023-03-21,Coffee,C,20,C20
390,Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 140ml,195.0,969.0,"4,9",298.0,,2023-03-21,Coffee,C,4,C4
391,Bigsize - Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 310ml,295.0,123.0,"4,9",34.0,,2023-03-21,Coffee,C,1,C1
392,[Mã COSCN12 giảm 8%] Bơ dưỡng thể cà phê Đắk Lắk Cocoon cho da mềm mịn & rạng rỡ 200ml,215.0,108000.0,5,44000.0,,2023-03-21,Coffee,C,17,C17
393,[Mã COSCN12 giảm 8%] Combo làm sạch da chết và dưỡng ẩm cơ thể từ cà phê Đắk Lắk Cocoon,323.0,16000.0,5,599.0,,2023-03-22,Coffee,C,19,C19
394,[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Bơ dưỡng thể cà phê 200ml TẶNG Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,340.0,759.0,"4,9",241.0,,2023-03-22,Coffee,C,16,C16
395,Combo Sáng Mịn Sạch Mụn: 1 Gel tắm bí đao Cocoon 310ml + 1 Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 200ml,351.0,14000.0,"4,9",482.0,,2023-03-22,Coffee,C,3,C3
396,SPECIAL DEAL cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml - Tặng tẩy da chết môi cà phê Đắk Lắk Cocoon 5g  Giảm 8,325.0,72000.0,"4,9",26000.0,,2023-03-22,Coffee,C,13,C13
397,Combo 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,250.0,63.0,"4,8",17.0,,2023-03-22,Coffee,C,2,C2
398,[Mã COSCN12 giảm 8%] Tẩy da chết môi cà phê Đắk Lắk Cocoon môi ẩm mềm 5g,75.0,209000.0,5,83000.0,,2023-03-22,Coffee,C,21,C21
399,SPECIAL COMBO 2 Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml tặng Nước tẩy trang bí đao Cocoon 140ml,250.0,48.0,"4,8",13.0,,2023-03-22,Coffee,C,9,C9
400,SPECIAL COMBO Gel rửa mặt cà phê 140ml+Tẩy da chết mặt cà phê 150ml tặng Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon 200ml,360.0,42.0,5,12.0,,2023-03-22,Coffee,C,10,C10
401,[Mã COSCN12 giảm 8%] Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,125.0,1236000.0,5,454000.0,,2023-03-22,Coffee,C,20,C20
402,TÚI REFILL - Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 600ml,325.0,92000.0,"4,9",27000.0,,2023-03-22,Coffee,C,15,C15
403,Bigsize - Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 310ml,295.0,125.0,"4,9",35.0,,2023-03-22,Coffee,C,1,C1
404,[Mã COSCN12 giảm 8%] Tẩy da chết mặt cà phê Đắk Lắk Cocoon cho làn da mềm mại & rạng rỡ 150ml,,632000.0,"4,9",24000.0,,2023-03-22,Coffee,C,22,C22
405,Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 140ml,195.0,970.0,"4,9",299.0,,2023-03-22,Coffee,C,4,C4
406,[Mã COSCN12 giảm 8%] Combo làm sạch da chết và dưỡng ẩm cơ thể từ cà phê Đắk Lắk Cocoon,274.55,16000.0,5,599.0,15.0,2023-03-23,Coffee,C,19,C19
407,Combo Sáng Mịn Sạch Mụn: 1 Gel tắm bí đao Cocoon 310ml + 1 Cà phê Đắk Lắk làm sạch da chết cơ thể Cocoon 200ml,298.35,14000.0,"4,9",482.0,15.0,2023-03-23,Coffee,C,3,C3
