,Name,Price,Sales,Rating,Rating record,Discount(%),Date,Category,Ini_cat,Group_ID,Product_ID
830,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,14000.0,"4,9",47000.0,,2023-02-28,Pomelo,P,10,P10
831,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,185.0,54000.0,"4,9",2000.0,,2023-02-28,Pomelo,P,14,P14
832,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,,76000.0,"4,9",21000.0,,2023-02-28,Pomelo,P,5,P5
833,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,869.0,"4,9",247.0,,2023-03-08,Pomelo,P,11,P11
834,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,157.25,54000.0,"4,9",2000.0,15.0,2023-03-08,Pomelo,P,14,P14
835,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,208.25,126000.0,"4,9",41000.0,15.0,2023-03-08,Pomelo,P,13,P13
836,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,143000.0,"4,9",48000.0,,2023-03-08,Pomelo,P,10,P10
837,Combo tóc dài bóng mượt Cocoon: 1 Nước dưỡng tóc tinh dầu bưởi Cocoon 140ml + 1 Sa-chi Serum phục hồi tóc Cocoon 70ml,313.0,86000.0,"4,9",34000.0,,2023-03-08,Pomelo,P,1,P1
838,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,0.0,,0.0,,2023-03-08,Pomelo,P,9,P9
839,SPECIAL COMBO gội bưởi + nước dưỡng tóc tinh dầu bưởi tặng Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,410.0,0.0,,0.0,,2023-03-08,Pomelo,P,8,P8
840,SPECIAL COMBO 2 chai Nước Dưỡng Tóc Tinh Dầu Bưởi - Phiên bản nâng cấp Cocoon 140ml - tặng Serum Sachi phục hồi tóc Coco,313.0,71000.0,"4,9",25000.0,,2023-03-08,Pomelo,P,6,P6
841,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,182.75,0.0,,0.0,15.0,2023-03-08,Pomelo,P,4,P4
842,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,140.25,89000.0,"4,9",24000.0,15.0,2023-03-08,Pomelo,P,5,P5
843,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,0.0,,0.0,,2023-03-08,Pomelo,P,2,P2
844,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,873.0,"4,9",247.0,,2023-03-09,Pomelo,P,11,P11
845,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,157.25,54000.0,"4,9",2000.0,,2023-03-09,Pomelo,P,14,P14
846,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,208.25,126000.0,"4,9",42000.0,,2023-03-09,Pomelo,P,13,P13
847,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,144000.0,"4,9",48000.0,,2023-03-09,Pomelo,P,10,P10
848,Combo tóc dài bóng mượt Cocoon: 1 Nước dưỡng tóc tinh dầu bưởi Cocoon 140ml + 1 Sa-chi Serum phục hồi tóc Cocoon 70ml,313.0,86000.0,"4,9",34000.0,,2023-03-09,Pomelo,P,1,P1
849,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,0.0,,0.0,,2023-03-09,Pomelo,P,9,P9
850,SPECIAL COMBO gội bưởi + nước dưỡng tóc tinh dầu bưởi tặng Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,410.0,0.0,,0.0,,2023-03-09,Pomelo,P,8,P8
851,SPECIAL COMBO 2 chai Nước Dưỡng Tóc Tinh Dầu Bưởi - Phiên bản nâng cấp Cocoon 140ml - tặng Serum Sachi phục hồi tóc Coco,313.0,71000.0,"4,9",25000.0,,2023-03-09,Pomelo,P,6,P6
852,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,0.0,,0.0,,2023-03-09,Pomelo,P,2,P2
853,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,182.75,0.0,,0.0,,2023-03-09,Pomelo,P,4,P4
854,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,140.25,92000.0,"4,9",25000.0,,2023-03-09,Pomelo,P,5,P5
855,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,77.0,5,26.0,,2023-03-10,Pomelo,P,2,P2
856,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,185.0,55000.0,"4,9",2000.0,,2023-03-10,Pomelo,P,14,P14
857,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,0.0,,0.0,,2023-03-10,Pomelo,P,9,P9
858,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,127000.0,"4,9",42000.0,,2023-03-10,Pomelo,P,13,P13
859,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,9.0,5,2.0,,2023-03-10,Pomelo,P,4,P4
860,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,145000.0,"4,9",48000.0,,2023-03-10,Pomelo,P,10,P10
861,SPECIAL COMBO gội bưởi + nước dưỡng tóc tinh dầu bưởi tặng Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,410.0,0.0,,0.0,,2023-03-10,Pomelo,P,8,P8
862,HÀNG TẶNG KHÔNG BÁN - PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,35000.0,"4,9",11000.0,,2023-03-10,Pomelo,P,3,P3
863,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,,55000.0,"4,9",2000.0,,2023-03-11,Pomelo,P,14,P14
864,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,223.0,5,65.0,,2023-03-11,Pomelo,P,2,P2
865,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,32.0,"4,9",7.0,,2023-03-11,Pomelo,P,4,P4
866,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,275.0,5,78.0,,2023-03-12,Pomelo,P,2,P2
867,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,,55000.0,"4,9",2000.0,,2023-03-12,Pomelo,P,14,P14
868,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,44.0,"4,9",9.0,,2023-03-12,Pomelo,P,4,P4
869,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,353.0,5,102.0,,2023-03-13,Pomelo,P,2,P2
870,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,55.0,"4,8",15.0,,2023-03-13,Pomelo,P,4,P4
871,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,185.0,55000.0,"4,9",2000.0,,2023-03-13,Pomelo,P,14,P14
872,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,7.0,5,2.0,,2023-03-13,Pomelo,P,9,P9
873,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,128000.0,"4,9",42000.0,,2023-03-13,Pomelo,P,13,P13
874,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,887.0,"4,9",248.0,,2023-03-14,Pomelo,P,11,P11
875,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,408.0,"4,9",117.0,,2023-03-14,Pomelo,P,2,P2
876,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,185.0,55000.0,"4,9",2000.0,,2023-03-14,Pomelo,P,14,P14
877,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,70.0,"4,8",18.0,,2023-03-14,Pomelo,P,4,P4
878,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,11.0,5,4.0,,2023-03-14,Pomelo,P,9,P9
879,HÀNG TẶNG KHÔNG BÁN - PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,35000.0,"4,9",11000.0,,2023-03-14,Pomelo,P,3,P3
880,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,128000.0,"4,9",42000.0,,2023-03-14,Pomelo,P,13,P13
881,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,148000.0,"4,9",49000.0,,2023-03-14,Pomelo,P,10,P10
882,Combo tóc dài bóng mượt Cocoon: 1 Nước dưỡng tóc tinh dầu bưởi Cocoon 140ml + 1 Sa-chi Serum phục hồi tóc Cocoon 70ml,313.0,86000.0,"4,9",34000.0,,2023-03-14,Pomelo,P,1,P1
883,SPECIAL COMBO 2 chai Nước Dưỡng Tóc Tinh Dầu Bưởi - Phiên bản nâng cấp Cocoon 140ml - tặng Serum Sachi phục hồi tóc Coco,313.0,73000.0,"4,9",25000.0,,2023-03-14,Pomelo,P,6,P6
884,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,109000.0,"4,9",29000.0,,2023-03-14,Pomelo,P,5,P5
885,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,889.0,"4,9",249.0,,2023-03-15,Pomelo,P,11,P11
886,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,157.25,55000.0,"4,9",2000.0,15.0,2023-03-15,Pomelo,P,14,P14
887,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,182.75,85.0,"4,8",20.0,15.0,2023-03-15,Pomelo,P,4,P4
888,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,26.0,5,10.0,,2023-03-15,Pomelo,P,9,P9
889,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,233.0,129000.0,"4,9",42000.0,5.0,2023-03-15,Pomelo,P,13,P13
890,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,889.0,"4,9",250.0,,2023-03-16,Pomelo,P,11,P11
891,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,,56000.0,"4,9",2000.0,15.0,2023-03-16,Pomelo,P,14,P14
892,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,517.0,"4,9",151.0,,2023-03-16,Pomelo,P,2,P2
893,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,182.75,91.0,"4,8",22.0,15.0,2023-03-16,Pomelo,P,4,P4
894,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,35.0,5,11.0,,2023-03-16,Pomelo,P,9,P9
895,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,129000.0,"4,9",42000.0,,2023-03-16,Pomelo,P,13,P13
896,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,185.0,56000.0,"4,9",2000.0,,2023-03-19,Pomelo,P,14,P14
897,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,204.0,"4,9",62.0,,2023-03-19,Pomelo,P,4,P4
898,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,867.0,"4,9",228.0,,2023-03-19,Pomelo,P,2,P2
899,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,132000.0,"4,9",43000.0,,2023-03-19,Pomelo,P,13,P13
900,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,124.0,"4,9",35.0,,2023-03-19,Pomelo,P,9,P9
901,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,901.0,"4,9",253.0,,2023-03-19,Pomelo,P,11,P11
902,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,243.0,"4,9",75.0,,2023-03-20,Pomelo,P,4,P4
903,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,1000.0,"4,9",267.0,,2023-03-20,Pomelo,P,2,P2
904,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,148.0,57000.0,"4,9",2000.0,20.0,2023-03-20,Pomelo,P,14,P14
905,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,170.0,"4,9",47.0,,2023-03-20,Pomelo,P,9,P9
906,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,907.0,"4,9",253.0,,2023-03-20,Pomelo,P,11,P11
907,SPECIAL COMBO gội bưởi + nước dưỡng tóc tinh dầu bưởi tặng Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,410.0,8.0,5,4.0,,2023-03-20,Pomelo,P,8,P8
908,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,133000.0,"4,9",43000.0,,2023-03-20,Pomelo,P,13,P13
909,HÀNG TẶNG KHÔNG BÁN - PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,36000.0,"4,9",11000.0,,2023-03-20,Pomelo,P,3,P3
910,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,151000.0,"4,9",49000.0,,2023-03-20,Pomelo,P,10,P10
911,Combo tóc dài bóng mượt Cocoon: 1 Nước dưỡng tóc tinh dầu bưởi Cocoon 140ml + 1 Sa-chi Serum phục hồi tóc Cocoon 70ml,313.0,86000.0,"4,9",34000.0,,2023-03-20,Pomelo,P,1,P1
912,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,123000.0,"4,9",32000.0,,2023-03-20,Pomelo,P,5,P5
913,SPECIAL COMBO 2 chai Nước Dưỡng Tóc Tinh Dầu Bưởi - Phiên bản nâng cấp Cocoon 140ml - tặng Serum Sachi phục hồi tóc Coco,313.0,74000.0,"4,9",26000.0,,2023-03-20,Pomelo,P,6,P6
914,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,256.0,"4,9",79.0,,2023-03-21,Pomelo,P,4,P4
915,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,11000.0,"4,9",280.0,,2023-03-21,Pomelo,P,2,P2
916,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,185.0,57000.0,"4,9",2000.0,,2023-03-21,Pomelo,P,14,P14
917,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,202.0,"4,9",58.0,,2023-03-21,Pomelo,P,9,P9
918,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,914.0,"4,9",254.0,,2023-03-21,Pomelo,P,11,P11
919,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,134000.0,"4,9",43000.0,,2023-03-21,Pomelo,P,13,P13
920,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,185.0,57000.0,"4,9",2000.0,,2023-03-22,Pomelo,P,14,P14
921,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,11000.0,"4,9",290.0,,2023-03-22,Pomelo,P,2,P2
922,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,268.0,"4,9",81.0,,2023-03-22,Pomelo,P,4,P4
923,SPECIAL COMBO gội bưởi + nước dưỡng tóc tinh dầu bưởi tặng Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,410.0,9.0,5,4.0,,2023-03-22,Pomelo,P,8,P8
924,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,151000.0,"4,9",5000.0,,2023-03-22,Pomelo,P,10,P10
925,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,249.0,5,75.0,,2023-03-22,Pomelo,P,9,P9
926,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,134000.0,"4,9",44000.0,,2023-03-22,Pomelo,P,13,P13
927,SPECIAL COMBO gội xả bưởi không sulfate giảm gãy rụng tóc Cocoon - tặng 1 Serum Sachi phục hồi tóc Cocoon 70ml,430.0,920.0,"4,9",256.0,,2023-03-22,Pomelo,P,11,P11
928,HÀNG TẶNG KHÔNG BÁN - PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,36000.0,"4,9",11000.0,,2023-03-22,Pomelo,P,3,P3
929,Combo tóc dài bóng mượt Cocoon: 1 Nước dưỡng tóc tinh dầu bưởi Cocoon 140ml + 1 Sa-chi Serum phục hồi tóc Cocoon 70ml,313.0,86000.0,"4,9",34000.0,,2023-03-22,Pomelo,P,1,P1
930,SPECIAL COMBO 2 chai Nước Dưỡng Tóc Tinh Dầu Bưởi - Phiên bản nâng cấp Cocoon 140ml - tặng Serum Sachi phục hồi tóc Coco,313.0,75000.0,"4,9",26000.0,,2023-03-22,Pomelo,P,6,P6
931,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,126000.0,"4,9",32000.0,,2023-03-22,Pomelo,P,5,P5
932,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,12000.0,"4,9",299.0,,2023-03-23,Pomelo,P,2,P2
933,[Mã COSCN12 giảm 8%] Dầu xả bưởi Cocoon giúp cung cấp dưỡng chất và bổ sung độ ẩm cho tóc 310ml,157.25,57000.0,"4,9",2000.0,15.0,2023-03-23,Pomelo,P,14,P14
934,SPECIAL COMBO gội bưởi + nước dưỡng tóc tinh dầu bưởi tặng Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,410.0,15.0,5,8.0,,2023-03-23,Pomelo,P,8,P8
935,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,152000.0,"4,9",5000.0,,2023-03-23,Pomelo,P,10,P10
936,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,208.25,135000.0,"4,9",44000.0,15.0,2023-03-23,Pomelo,P,13,P13
937,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,295.0,"4,9",88.0,,2023-03-23,Pomelo,P,9,P9
938,HÀNG TẶNG KHÔNG BÁN - PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,36000.0,"4,9",11000.0,,2023-03-23,Pomelo,P,3,P3
939,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,,126000.0,"4,9",33000.0,15.0,2023-03-23,Pomelo,P,5,P5
940,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,12000.0,"4,9",305.0,,2023-03-24,Pomelo,P,2,P2
941,HÀNG TẶNG KHÔNG BÁN - PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,36000.0,"4,9",11000.0,,2023-03-24,Pomelo,P,3,P3
942,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,172.0,311.0,"4,9",86.0,20.0,2023-03-24,Pomelo,P,4,P4
943,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,333.0,"4,9",95.0,,2023-03-24,Pomelo,P,9,P9
944,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,196.0,135000.0,"4,9",44000.0,20.0,2023-03-24,Pomelo,P,13,P13
945,SPECIAL COMBO gội bưởi + nước dưỡng tóc tinh dầu bưởi tặng Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,410.0,23.0,5,11.0,,2023-03-24,Pomelo,P,8,P8
946,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,132.0,128000.0,"4,9",33000.0,20.0,2023-03-24,Pomelo,P,5,P5
947,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,12000.0,"4,9",311.0,,2023-03-25,Pomelo,P,2,P2
948,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,324.0,"4,9",89.0,,2023-03-25,Pomelo,P,4,P4
949,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,152000.0,"4,9",5000.0,,2023-03-25,Pomelo,P,10,P10
950,HÀNG TẶNG KHÔNG BÁN - PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,37000.0,"4,9",11000.0,,2023-03-25,Pomelo,P,3,P3
951,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,430.0,361.0,5,101.0,,2023-03-25,Pomelo,P,9,P9
952,[Mã COSCN12 giảm 8%] Dầu gội bưởi Cocoon giúp giảm gãy rụng và làm mềm tóc 310ml,245.0,136000.0,"4,9",44000.0,,2023-03-25,Pomelo,P,13,P13
953,SPECIAL COMBO gội bưởi + nước dưỡng tóc tinh dầu bưởi tặng Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,410.0,30.0,5,12.0,,2023-03-25,Pomelo,P,8,P8
954,PHIÊN BẢN NÂNG CẤP - Nước dưỡng tóc tinh dầu bưởi Cocoon giúp giảm gãy rụng & làm mềm tóc 140ml,165.0,13000.0,"4,9",33000.0,,2023-03-25,Pomelo,P,5,P5
955,HÀNG TẶNG KHÔNG BÁN - Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,12000.0,"4,9",311.0,,2023-03-26,Pomelo,P,2,P2
956,Kem ủ tóc bưởi Cocoon giảm gãy rụng và làm mềm tóc 200ml,215.0,324.0,"4,9",89.0,,2023-03-26,Pomelo,P,4,P4
957,SPECIAL COMBO gội xả bưởi Cocoon tặng 1 nước dưỡng tóc tinh dầu bưởi - Phiên bản nâng cấp Cocoon 140ml,430.0,152000.0,"4,9",5000.0,,2023-03-26,Pomelo,P,10,P10
