Name,Price,Sales,URL,Rating,Rating record,Date,Discount
[Mã COSCN12 giảm 8%] Tẩy da chết cơ thể cà phê Đắk Lắk Cocoon cho làn da mềm mại và rạng rỡ 200ml,₫106.250,"121,9k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-T%E1%BA%A9y-da-ch%E1%BA%BFt-c%C6%A1-th%E1%BB%83-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-l%C3%A0n-da-m%E1%BB%81m-m%E1%BA%A1i-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-200ml-i.175753395.7906998505?sp_atk=26963bdb-1845-49b3-be9f-34559541aa75&xptdk=26963bdb-1845-49b3-be9f-34559541aa75,5,"44,9k",8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Bơ dưỡng thể cà phê Đắk Lắk Cocoon cho da mềm mịn & rạng rỡ 200ml,₫182.750,"10,6k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-B%C6%A1-d%C6%B0%E1%BB%A1ng-th%E1%BB%83-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-da-m%E1%BB%81m-m%E1%BB%8Bn-r%E1%BA%A1ng-r%E1%BB%A1-200ml-i.175753395.8146832970?sp_atk=4123fa8f-2a55-409c-aa50-6066a00e334b&xptdk=4123fa8f-2a55-409c-aa50-6066a00e334b,5,"4,3k",8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Tẩy da chết mặt cà phê Đắk Lắk Cocoon cho làn da mềm mại & rạng rỡ 150ml,₫140.250,"61,5k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-T%E1%BA%A9y-da-ch%E1%BA%BFt-m%E1%BA%B7t-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-l%C3%A0n-da-m%E1%BB%81m-m%E1%BA%A1i-r%E1%BA%A1ng-r%E1%BB%A1-150ml-i.175753395.6067666440?sp_atk=81859ffb-080c-409e-b411-444eaecad58c&xptdk=81859ffb-080c-409e-b411-444eaecad58c,"4,9","23,6k",8/3/2023,15% giảm
Bigsize - Gel rửa mặt cà phê Đắk Lắk Cocoon cho làn da tươi mới và rạng rỡ 310ml,₫250.750,25,https://shopee.vn/Bigsize-Gel-r%E1%BB%ADa-m%E1%BA%B7t-c%C3%A0-ph%C3%AA-%C4%90%E1%BA%AFk-L%E1%BA%AFk-Cocoon-cho-l%C3%A0n-da-t%C6%B0%C6%A1i-m%E1%BB%9Bi-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-310ml-i.175753395.22527762634?sp_atk=e6ee60b7-7439-44c1-a0cc-fab130f869ef&xptdk=e6ee60b7-7439-44c1-a0cc-fab130f869ef,5,9,8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Dầu tẩy trang hoa hồng Cocoon tẩy sạch makeup chuyên nghiệp & dưỡng ẩm 140ml,₫153.000,"5,5k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-D%E1%BA%A7u-t%E1%BA%A9y-trang-hoa-h%E1%BB%93ng-Cocoon-t%E1%BA%A9y-s%E1%BA%A1ch-makeup-chuy%C3%AAn-nghi%E1%BB%87p-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-140ml-i.175753395.4236341403?sp_atk=8275c11a-3392-4912-8c6e-d3a650f1e05a&xptdk=8275c11a-3392-4912-8c6e-d3a650f1e05a,5,"1,9k",8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Gel rửa mặt hoa hồng Cocoon làm sạch & cấp ẩm 140ml,₫165.750,"5,2k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Gel-r%E1%BB%ADa-m%E1%BA%B7t-hoa-h%E1%BB%93ng-Cocoon-l%C3%A0m-s%E1%BA%A1ch-c%E1%BA%A5p-%E1%BA%A9m-140ml-i.175753395.3980168595?sp_atk=a127d566-b164-4ca6-b705-cb494b20675e&xptdk=a127d566-b164-4ca6-b705-cb494b20675e,"4,9","1,9k",8/3/2023,15% giảm
[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Nước hoa hồng 140ml TẶNG Mặt nạ hoa hồng 30ml Cocoon,₫340.000,244,https://shopee.vn/-DEAL-1-T%E1%BA%B6NG-1-%C4%90%E1%BB%98C-QUY%E1%BB%80N-FLASH-SALE-N%C6%B0%E1%BB%9Bc-hoa-h%E1%BB%93ng-140ml-T%E1%BA%B6NG-M%E1%BA%B7t-n%E1%BA%A1-hoa-h%E1%BB%93ng-30ml-Cocoon-i.175753395.21428988041?sp_atk=edf6b388-0ab2-469d-b974-12231450d9d7&xptdk=edf6b388-0ab2-469d-b974-12231450d9d7,"4,9",73,8/3/2023,null
"[Mã COSCN12 giảm 8%] Combo làm sạch, cấp ẩm & phục hồi chuyên sâu từ hoa hồng Cocoon",₫803.250,197,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-l%C3%A0m-s%E1%BA%A1ch-c%E1%BA%A5p-%E1%BA%A9m-ph%E1%BB%A5c-h%E1%BB%93i-chuy%C3%AAn-s%C3%A2u-t%E1%BB%AB-hoa-h%E1%BB%93ng-Cocoon-i.175753395.10549083531?sp_atk=f7b55e94-5b0e-4279-ac80-2582efd90096&xptdk=f7b55e94-5b0e-4279-ac80-2582efd90096,"4,8",72,8/3/2023,15% giảm
HÀNG TẶNG KHÔNG BÁN - Bigsize Mặt nạ hoa hồng Cocoon cấp ẩm & làm mềm da 100ml,₫345.000,485,https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-Bigsize-M%E1%BA%B7t-n%E1%BA%A1-hoa-h%E1%BB%93ng-Cocoon-c%E1%BA%A5p-%E1%BA%A9m-l%C3%A0m-m%E1%BB%81m-da-100ml-i.175753395.11438539543?sp_atk=37f70d34-355f-4454-b0e0-5dd0faa6c33a&xptdk=37f70d34-355f-4454-b0e0-5dd0faa6c33a,5,219,8/3/2023,null
"SPECIAL COMBO làm sạch, cấp ẩm dịu nhẹ từ hoa hồng Cocoon - Tặng nước tẩy trang hoa hồng Cocoon 140ml",₫390.000,509,https://shopee.vn/SPECIAL-COMBO-l%C3%A0m-s%E1%BA%A1ch-c%E1%BA%A5p-%E1%BA%A9m-d%E1%BB%8Bu-nh%E1%BA%B9-t%E1%BB%AB-hoa-h%E1%BB%93ng-Cocoon-T%E1%BA%B7ng-n%C6%B0%E1%BB%9Bc-t%E1%BA%A9y-trang-hoa-h%E1%BB%93ng-Cocoon-140ml-i.175753395.10838442632?sp_atk=366fccf9-2413-418b-82f2-34d47e4963d1&xptdk=366fccf9-2413-418b-82f2-34d47e4963d1,"4,9",210,8/3/2023,null
HÀNG TẶNG KHÔNG BÁN - Mặt nạ hoa hồng Cocoon cấp ẩm & làm mềm da 30ml,₫145.000,226,https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-M%E1%BA%B7t-n%E1%BA%A1-hoa-h%E1%BB%93ng-Cocoon-c%E1%BA%A5p-%E1%BA%A9m-l%C3%A0m-m%E1%BB%81m-da-30ml-i.175753395.17764480477?sp_atk=f3e246c2-84e3-4e75-8be3-f54eedfea5ef&xptdk=f3e246c2-84e3-4e75-8be3-f54eedfea5ef,5,81,8/3/2023,null
HÀNG TẶNG KHÔNG BÁN - Bigsize - Thạch hoa hồng dưỡng ẩm (kem dưỡng ẩm) Cocoon cấp ẩm & nuôi dưỡng 100ml,₫385.000,"1,1k",https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-Bigsize-Th%E1%BA%A1ch-hoa-h%E1%BB%93ng-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-(kem-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m)-Cocoon-c%E1%BA%A5p-%E1%BA%A9m-nu%C3%B4i-d%C6%B0%E1%BB%A1ng-100ml-i.175753395.13110895559?sp_atk=c93b1d96-2d8a-40c6-b38f-4b0f13c5683d&xptdk=c93b1d96-2d8a-40c6-b38f-4b0f13c5683d,"4,9",443,8/3/2023,null
[Mã COSCN12 giảm 8%] Combo Nước hoa hồng 140ml + Mặt nạ hoa hồng 30ml Cocoon,₫274.550,250,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-N%C6%B0%E1%BB%9Bc-hoa-h%E1%BB%93ng-140ml-M%E1%BA%B7t-n%E1%BA%A1-hoa-h%E1%BB%93ng-30ml-Cocoon-i.175753395.11738455403?sp_atk=5b6d6a38-8e4e-4642-acbf-c55e674419f3&xptdk=5b6d6a38-8e4e-4642-acbf-c55e674419f3,5,90,8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Combo cấp ẩm và phục hồi từ hoa hồng Cocoon,₫528.700,686,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-c%E1%BA%A5p-%E1%BA%A9m-v%C3%A0-ph%E1%BB%A5c-h%E1%BB%93i-t%E1%BB%AB-hoa-h%E1%BB%93ng-Cocoon-i.175753395.8334219215?sp_atk=8811290a-e277-461f-92a4-7648ceb753de&xptdk=8811290a-e277-461f-92a4-7648ceb753de,5,283,8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Combo cấp ẩm cơ bản từ hoa hồng Cocoon,₫528.700,122,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-c%E1%BA%A5p-%E1%BA%A9m-c%C6%A1-b%E1%BA%A3n-t%E1%BB%AB-hoa-h%E1%BB%93ng-Cocoon-i.175753395.13710214537?sp_atk=e0a99a5c-ef5b-48ef-8c07-ca073d10ddd1&xptdk=e0a99a5c-ef5b-48ef-8c07-ca073d10ddd1,5,46,8/3/2023,15% giảm
HÀNG TẶNG KHÔNG BÁN - Thạch hoa hồng dưỡng ẩm (kem dưỡng ẩm) Cocoon cấp ẩm & nuôi dưỡng 30ml,₫195.000,"1,2k",https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-Th%E1%BA%A1ch-hoa-h%E1%BB%93ng-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-(kem-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m)-Cocoon-c%E1%BA%A5p-%E1%BA%A9m-nu%C3%B4i-d%C6%B0%E1%BB%A1ng-30ml-i.175753395.16142576801?sp_atk=742f9f3f-a36c-48bf-9821-8684143063b2&xptdk=742f9f3f-a36c-48bf-9821-8684143063b2,"4,9",415,8/3/2023,null
[Mã COSCN12 giảm 8%] Nước hoa hồng (toner) Cocoon cấp ẩm & làm mềm da 140ml,₫165.750,"12,7k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-N%C6%B0%E1%BB%9Bc-hoa-h%E1%BB%93ng-(toner)-Cocoon-c%E1%BA%A5p-%E1%BA%A9m-l%C3%A0m-m%E1%BB%81m-da-140ml-i.175753395.6836339055?sp_atk=0ff87469-08f7-4540-b273-c54ea545f173&xptdk=0ff87469-08f7-4540-b273-c54ea545f173,5,"4,7k",8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Thạch hoa hồng dưỡng ẩm (kem dưỡng ẩm) Cocoon cấp ẩm & nuôi dưỡng 30ml,₫195.000,16k,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Th%E1%BA%A1ch-hoa-h%E1%BB%93ng-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m-(kem-d%C6%B0%E1%BB%A1ng-%E1%BA%A9m)-Cocoon-c%E1%BA%A5p-%E1%BA%A9m-nu%C3%B4i-d%C6%B0%E1%BB%A1ng-30ml-i.175753395.7153966790?sp_atk=f5284d09-fef9-4479-9f24-1c624855b200&xptdk=f5284d09-fef9-4479-9f24-1c624855b200,5,"6,5k",8/3/2023,null
[Mã COSCN12 giảm 8%] Tinh chất hoa hồng (serum) Cocoon cấp ẩm & phục hồi da 30ml,₫265.000,"3,8k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Tinh-ch%E1%BA%A5t-hoa-h%E1%BB%93ng-(serum)-Cocoon-c%E1%BA%A5p-%E1%BA%A9m-ph%E1%BB%A5c-h%E1%BB%93i-da-30ml-i.175753395.8524708927?sp_atk=49c8963f-c7e1-48fc-97f1-2b16a0673c4b&xptdk=49c8963f-c7e1-48fc-97f1-2b16a0673c4b,5,"1,4k",8/3/2023,null
SPECIAL COMBO chăm sóc da mụn toàn diện Cocoon - tặng 1 thạch bí đao Cocoon 30ml,₫955.000,1k,https://shopee.vn/SPECIAL-COMBO-ch%C4%83m-s%C3%B3c-da-m%E1%BB%A5n-to%C3%A0n-di%E1%BB%87n-Cocoon-t%E1%BA%B7ng-1-th%E1%BA%A1ch-b%C3%AD-%C4%91ao-Cocoon-30ml-i.175753395.6833655915?sp_atk=ac1919d8-7226-42a5-a9ac-66123ef0eaf6&xptdk=ac1919d8-7226-42a5-a9ac-66123ef0eaf6,"4,9",419,8/3/2023,null
[Mã COSCN12 giảm 8%] Bigsize - Thạch Bí Đao Cocoon Cấp Ẩm Và Ngừa Mụn 100ml,₫385.000,"2,6k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Bigsize-Th%E1%BA%A1ch-B%C3%AD-%C4%90ao-Cocoon-C%E1%BA%A5p-%E1%BA%A8m-V%C3%A0-Ng%E1%BB%ABa-M%E1%BB%A5n-100ml-i.175753395.10948988636?sp_atk=9566ac5d-3de3-4b17-b94b-a7194bca4a0e&xptdk=9566ac5d-3de3-4b17-b94b-a7194bca4a0e,"4,9",1k,8/3/2023,null
Tinh chất bí đao N15 (serum) với 15% niacinamide giảm bóng nhờn và giảm mụn Cocoon 70ml,₫495.000,473,https://shopee.vn/Tinh-ch%E1%BA%A5t-b%C3%AD-%C4%91ao-N15-(serum)-v%E1%BB%9Bi-15-niacinamide-gi%E1%BA%A3m-b%C3%B3ng-nh%E1%BB%9Dn-v%C3%A0-gi%E1%BA%A3m-m%E1%BB%A5n-Cocoon-70ml-i.175753395.19467525815?sp_atk=f1f65301-d4ff-4edf-af6c-c7b73fa9f04e&xptdk=f1f65301-d4ff-4edf-af6c-c7b73fa9f04e,"4,8",169,8/3/2023,null
[Mã COSCN12 giảm 8%] SPECIAL COMBO Làm sạch + cân bằng cho da mụn Cocoon (Tặng mặt nạ bí đao Cocoon 30ml),₫390.000,"2,9k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-SPECIAL-COMBO-L%C3%A0m-s%E1%BA%A1ch-c%C3%A2n-b%E1%BA%B1ng-cho-da-m%E1%BB%A5n-Cocoon-(T%E1%BA%B7ng-m%E1%BA%B7t-n%E1%BA%A1-b%C3%AD-%C4%91ao-Cocoon-30ml)-i.175753395.5704684055?sp_atk=4c166629-49d6-4fe5-8ffe-34942dd313f3&xptdk=4c166629-49d6-4fe5-8ffe-34942dd313f3,"4,9","1,2k",8/3/2023,null
[Mã COSCN12 giảm 8%] Bigsize - Nước bí đao cân bằng da (toner) Cocoon giảm dầu và mụn 310ml,₫250.750,5k,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Bigsize-N%C6%B0%E1%BB%9Bc-b%C3%AD-%C4%91ao-c%C3%A2n-b%E1%BA%B1ng-da-(toner)-Cocoon-gi%E1%BA%A3m-d%E1%BA%A7u-v%C3%A0-m%E1%BB%A5n-310ml-i.175753395.8356106681?sp_atk=2b7a102b-a926-4677-be3e-26298c9abe7c&xptdk=2b7a102b-a926-4677-be3e-26298c9abe7c,"4,9","1,9k",8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Mặt nạ bí đao Cocoon giảm dầu & mụn 30ml,₫145.000,"23,5k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-M%E1%BA%B7t-n%E1%BA%A1-b%C3%AD-%C4%91ao-Cocoon-gi%E1%BA%A3m-d%E1%BA%A7u-m%E1%BB%A5n-30ml-i.175753395.5518322218?sp_atk=1ee80e77-32c0-40cc-912b-0975bc99dfda&xptdk=1ee80e77-32c0-40cc-912b-0975bc99dfda,5,"9,4k",8/3/2023,null
HÀNG TẶNG KHÔNG BÁN - Mặt nạ bí đao Cocoon 100ml,₫345.000,413,https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-M%E1%BA%B7t-n%E1%BA%A1-b%C3%AD-%C4%91ao-Cocoon-100ml-i.175753395.9491292880?sp_atk=40c5fc57-7a7e-4934-991a-3bf5dc929433&xptdk=40c5fc57-7a7e-4934-991a-3bf5dc929433,"4,9",181,8/3/2023,null
[Mã COSCN12 giảm 8%] Bigsize - Gel bí đao rửa mặt Cocoon giảm dầu & mụn 310ml,₫250.750,"9,8k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Bigsize-Gel-b%C3%AD-%C4%91ao-r%E1%BB%ADa-m%E1%BA%B7t-Cocoon-gi%E1%BA%A3m-d%E1%BA%A7u-m%E1%BB%A5n-310ml-i.175753395.6589167585?sp_atk=b6c9e760-c2f2-446e-b9f9-1d6de304c6de&xptdk=b6c9e760-c2f2-446e-b9f9-1d6de304c6de,"4,9","3,6k",8/3/2023,15% giảm
[Mã COSCN12 giảm 8%] Gel bí đao rửa mặt Cocoon giảm dầu & mụn 140ml,₫165.750,"26,7k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Gel-b%C3%AD-%C4%91ao-r%E1%BB%ADa-m%E1%BA%B7t-Cocoon-gi%E1%BA%A3m-d%E1%BA%A7u-m%E1%BB%A5n-140ml-i.175753395.3104684623?sp_atk=1e42649b-451d-4a50-ab33-fda6992ef303&xptdk=1e42649b-451d-4a50-ab33-fda6992ef303,5,"10,4k",8/3/2023,15% giảm
null,null,null,https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-Bigsize-Th%E1%BA%A1ch-B%C3%AD-%C4%90ao-Cocoon-C%E1%BA%A5p-%E1%BA%A8m-V%C3%A0-Ng%E1%BB%ABa-M%E1%BB%A5n-100ml-i.175753395.12014149622?sp_atk=74fcf13a-df0a-4b18-9a14-027dc64780de&xptdk=74fcf13a-df0a-4b18-9a14-027dc64780de,null,null,8/3/2023,null
HÀNG TẶNG KHÔNG BÁN - Mặt nạ bí đao Cocoon giảm dầu & mụn 30ml,₫145.000,872,https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-M%E1%BA%B7t-n%E1%BA%A1-b%C3%AD-%C4%91ao-Cocoon-gi%E1%BA%A3m-d%E1%BA%A7u-m%E1%BB%A5n-30ml-i.175753395.17864479086?sp_atk=6880f088-ddd8-4c95-a4eb-badc69213ac8&xptdk=6880f088-ddd8-4c95-a4eb-badc69213ac8,5,302,8/3/2023,null
null,null,null,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Th%E1%BA%A1ch-B%C3%AD-%C4%90ao-Cocoon-C%E1%BA%A5p-%E1%BA%A8m-V%C3%A0-Ng%E1%BB%ABa-M%E1%BB%A5n-30ml-i.175753395.12610087745?sp_atk=07c41384-1f2e-4b52-852c-1b513f1b7dd4&xptdk=07c41384-1f2e-4b52-852c-1b513f1b7dd4,null,null,8/3/2023,null
HÀNG TẶNG KHÔNG BÁN - Thạch Bí Đao Cocoon Cấp Ẩm Và Ngừa Mụn 30ml,₫195.000,"1,2k",https://shopee.vn/H%C3%80NG-T%E1%BA%B6NG-KH%C3%94NG-B%C3%81N-Th%E1%BA%A1ch-B%C3%AD-%C4%90ao-Cocoon-C%E1%BA%A5p-%E1%BA%A8m-V%C3%A0-Ng%E1%BB%ABa-M%E1%BB%A5n-30ml-i.175753395.17042580983?sp_atk=708c7ad8-7edf-43fb-8c02-f1f4c4ba848a&xptdk=708c7ad8-7edf-43fb-8c02-f1f4c4ba848a,5,456,8/3/2023,null
null,null,null,https://shopee.vn/SPECIAL-DEAL-Tinh-ch%E1%BA%A5t-b%C3%AD-%C4%91ao-(serum)-7-Niacinamide-s%E1%BA%A1ch-m%E1%BB%A5n-m%E1%BB%9D-v%E1%BA%BFt-th%C3%A2m-Cocoon-70ml-T%E1%BA%B7ng-1-dung-d%E1%BB%8Bch-ch%E1%BA%A5m-m%E1%BB%A5n-5ml-i.175753395.5427725080?sp_atk=2ff2211f-e889-4d3e-9e14-ea77a83c416e&xptdk=2ff2211f-e889-4d3e-9e14-ea77a83c416e,null,null,8/3/2023,null
[Mã COSCN12 giảm 8%] Bigsize - Nước tẩy trang bí đao Cocoon tẩy sạch makeup & giảm dầu 500ml,₫250.750,"39,8k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Bigsize-N%C6%B0%E1%BB%9Bc-t%E1%BA%A9y-trang-b%C3%AD-%C4%91ao-Cocoon-t%E1%BA%A9y-s%E1%BA%A1ch-makeup-gi%E1%BA%A3m-d%E1%BA%A7u-500ml-i.175753395.6065001847?sp_atk=ba55d62e-4ad0-4d33-95d9-a391ca9c1662&xptdk=ba55d62e-4ad0-4d33-95d9-a391ca9c1662,5,"14,4k",8/3/2023,15% giảm
Bigsize - Sữa rửa mặt nghệ Hưng Yên Cocoon giúp da sạch mịn và rạng rỡ 310ml,₫250.750,"3,3k",https://shopee.vn/Bigsize-S%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-da-s%E1%BA%A1ch-m%E1%BB%8Bn-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-310ml-i.175753395.20711497482?sp_atk=699f18b1-0b8a-4c5c-aa56-c2fcb46b1fbf&xptdk=699f18b1-0b8a-4c5c-aa56-c2fcb46b1fbf,"4,9","1,1k",8/3/2023,
[Mã COSCN12 giảm 8%] Sữa rửa mặt nghệ Hưng Yên Cocoon giúp da sạch mịn và rạng rỡ 140ml,₫165.750,"9,6k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-S%E1%BB%AFa-r%E1%BB%ADa-m%E1%BA%B7t-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-da-s%E1%BA%A1ch-m%E1%BB%8Bn-v%C3%A0-r%E1%BA%A1ng-r%E1%BB%A1-140ml-i.175753395.8429874736?sp_atk=316f1c8f-6f1e-4fe5-9bfb-5af552889884&xptdk=316f1c8f-6f1e-4fe5-9bfb-5af552889884,"4,9","3,5k",8/3/2023,
SPECIAL COMBO sáng da cơ bản từ nghệ Hưng Yên Cocoon - Tặng mặt nạ nghệ Hưng Yên Cocoon 30ml,₫390.000,916,https://shopee.vn/SPECIAL-COMBO-s%C3%A1ng-da-c%C6%A1-b%E1%BA%A3n-t%E1%BB%AB-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-T%E1%BA%B7ng-m%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-30ml-i.175753395.6093339310?sp_atk=490443ee-fbf5-4dbf-a3be-962900bee369&xptdk=490443ee-fbf5-4dbf-a3be-962900bee369,5,353,8/3/2023,
[Mã COSCN12 giảm 8%] Bigsize - Mặt nạ nghệ Hưng Yên Cocoon giúp da rạng rỡ & mịn màng 100ml,₫345.000,"4,1k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Bigsize-M%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-da-r%E1%BA%A1ng-r%E1%BB%A1-m%E1%BB%8Bn-m%C3%A0ng-100ml-i.175753395.8056493042?sp_atk=7d6bcbaf-5dd1-40b0-99d3-3b0e156e6449&xptdk=7d6bcbaf-5dd1-40b0-99d3-3b0e156e6449,"4,9","1,6k",8/3/2023,
[DEAL 1 TẶNG 1 ĐỘC QUYỀN FLASH SALE] Nước nghệ Hưng Yên 140ml TẶNG Mặt nạ nghệ 30ml Cocoon,₫340.000,482,https://shopee.vn/-DEAL-1-T%E1%BA%B6NG-1-%C4%90%E1%BB%98C-QUY%E1%BB%80N-FLASH-SALE-N%C6%B0%E1%BB%9Bc-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-140ml-T%E1%BA%B6NG-M%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-30ml-Cocoon-i.175753395.21228988554?sp_atk=277970bf-6058-4e4f-aac3-ff9d20ddcb61&xptdk=277970bf-6058-4e4f-aac3-ff9d20ddcb61,"4,9",156,8/3/2023,
[Mã COSCN12 giảm 8%] Combo sáng da chuyên sâu từ nghệ Hưng Yên Cocoon,₫817.000,391,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Combo-s%C3%A1ng-da-chuy%C3%AAn-s%C3%A2u-t%E1%BB%AB-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-i.175753395.3393405298?sp_atk=75c2e693-bb92-41e9-8f45-530477d592db&xptdk=75c2e693-bb92-41e9-8f45-530477d592db,5,141,8/3/2023,
[Mã COSCN12 giảm 8%] Nước nghệ Hưng Yên (toner) Cocoon làm sáng da & cấp ẩm 140ml,₫165.750,"6,1k",https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-N%C6%B0%E1%BB%9Bc-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-(toner)-Cocoon-l%C3%A0m-s%C3%A1ng-da-c%E1%BA%A5p-%E1%BA%A9m-140ml-i.175753395.9729877714?sp_atk=69b3a2c5-be46-4615-a1c0-a047ce0722f2&xptdk=69b3a2c5-be46-4615-a1c0-a047ce0722f2,5,"2,4k",8/3/2023,
[Mã COSCN12 giảm 8%] Mặt nạ nghệ Hưng Yên Cocoon giúp da rạng rỡ & mịn màng 30ml,₫145.000,23k,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-M%E1%BA%B7t-n%E1%BA%A1-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-Cocoon-gi%C3%BAp-da-r%E1%BA%A1ng-r%E1%BB%A1-m%E1%BB%8Bn-m%C3%A0ng-30ml-i.175753395.3020953743?sp_atk=511f0ef2-6e00-4225-a8f2-b14b9d3ab8b4&xptdk=511f0ef2-6e00-4225-a8f2-b14b9d3ab8b4,5,"8,9k",8/3/2023,
Thạch nghệ Hưng Yên giúp làm sáng da và mờ thâm Cocoon 30ml,₫195.000,"2,9k",https://shopee.vn/Th%E1%BA%A1ch-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-gi%C3%BAp-l%C3%A0m-s%C3%A1ng-da-v%C3%A0-m%E1%BB%9D-th%C3%A2m-Cocoon-30ml-i.175753395.16670476461?sp_atk=9896180c-8e45-4f61-b416-687df5a367fb&xptdk=9896180c-8e45-4f61-b416-687df5a367fb,"4,9",887,8/3/2023,
null,null,null,https://shopee.vn/-M%C3%A3-COSCN12-gi%E1%BA%A3m-8-Tinh-ch%E1%BA%A5t-ngh%E1%BB%87-H%C6%B0ng-Y%C3%AAn-(serum)-Cocoon-s%C3%A1ng-da-chuy%C3%AAn-s%C3%A2u-m%E1%BB%9D-v%E1%BA%BFt-th%C3%A2m-30ml-i.175753395.2932782100?sp_atk=1ab6a94a-92bf-4fbe-b4e7-344cfdc005ba&xptdk=1ab6a94a-92bf-4fbe-b4e7-344cfdc005ba,null,null,8/3/2023,
